Age,DistanceFromHome,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_Below College,Education_College,Education_Doctor,Education_Master,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
34,8,3,25850,3.0,12,0,9.0,5,4,0,1,3,3,4.0,4.0,2.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
31,25,3,182130,8.0,21,2,4.0,3,2,2,2,4,4,1.0,3.0,2.0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26,16,2,83800,2.6948303347756775,14,0,8.0,3,7,7,7,4,3,3.0,4.0,3.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45,8,2,29940,4.0,18,1,12.0,2,4,0,3,3,3,2.0,3.0,3.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,1,5,12230,1.0,13,1,10.0,3,10,0,9,3,3,2.0,3.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,8,4,11180,1.0,11,0,7.0,3,7,0,7,3,3,3.0,4.0,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,2,2,28750,1.0,11,0,1.0,3,1,0,0,3,3,3.0,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
39,8,2,188240,6.0,19,1,10.0,4,3,1,2,3,3,1.0,3.0,3.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
27,3,2,135770,1.0,12,1,6.0,2,5,1,2,3,3,2.0,2.0,2.0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
34,9,2,26250,1.0,12,3,16.0,4,15,6,11,3,3,3.0,4.0,3.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
28,25,1,187890,3.0,16,1,6.0,4,2,2,2,3,3,4.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
47,1,1,45380,8.0,11,0,16.0,3,8,1,7,3,3,3.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
56,4,2,198470,4.0,14,0,6.0,6,0,0,0,3,3,4.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
39,1,1,105120,1.0,12,1,10.0,2,10,7,9,3,3,1.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
38,4,1,44440,1.0,13,0,20.0,2,20,0,7,3,3,4.0,2.0,3.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
58,5,5,21540,4.0,21,1,29.0,3,1,0,0,3,4,4.0,4.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
32,9,2,191900,3.0,17,1,8.0,2,4,0,3,3,3,1.0,3.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
38,3,1,44900,2.0,21,1,10.0,1,5,0,3,3,4,2.0,4.0,4.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,11,2,35060,3.0,11,1,28.0,4,5,4,3,2,3,2.0,4.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
42,1,1,23720,3.0,12,1,14.0,3,0,0,0,3,3,2.0,4.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,8,4,102310,1.0,13,1,1.0,2,1,0,0,3,3,1.0,2.0,3.0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
35,25,1,54100,0.0,18,0,6.0,4,5,0,4,3,3,2.0,1.0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
28,21,3,79780,1.0,16,2,5.0,2,5,1,4,3,3,3.0,3.0,2.0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
31,23,1,38670,1.0,11,1,4.0,4,4,2,3,4,3,3.0,1.0,4.0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
36,1,2,28380,1.0,19,2,5.0,5,5,0,2,1,3,1.0,2.0,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34,2,4,46950,1.0,16,1,14.0,2,14,2,1,3,3,1.0,4.0,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34,19,1,33390,1.0,16,0,9.0,2,8,1,1,2,3,4.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
26,2,2,20800,0.0,13,0,8.0,6,7,7,6,4,3,3.0,1.0,2.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
29,2,2,20960,0.0,22,0,6.0,2,5,0,2,4,4,1.0,1.0,2.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
32,3,3,62090,5.0,17,1,9.0,5,5,1,2,4,3,3.0,4.0,3.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
31,25,2,180610,1.0,14,1,10.0,2,10,8,7,3,3,4.0,1.0,3.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28,7,2,171230,5.0,15,1,6.0,2,4,0,3,2,3,3.0,4.0,2.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,9,3,23720,4.0,12,0,20.0,3,1,0,0,2,3,1.0,1.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
35,5,2,48830,1.0,18,1,10.0,1,10,0,9,1,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
27,2,1,39040,1.0,15,0,7.0,2,7,0,7,3,3,4.0,4.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,8,2,46270,8.0,17,1,8.0,2,1,0,0,2,3,4.0,4.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
31,2,3,70940,1.0,14,1,10.0,2,10,0,8,3,3,1.0,4.0,3.0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
53,18,1,34230,6.0,15,1,15.0,4,2,2,2,3,3,1.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
54,14,3,66740,3.0,17,1,9.0,2,4,2,3,3,3,1.0,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
33,2,4,168800,1.0,14,3,9.0,2,9,2,8,3,3,4.0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43,3,1,90940,1.0,12,1,10.0,0,10,0,9,3,3,1.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
38,2,4,84460,0.0,14,0,7.0,3,6,1,2,2,3,4.0,2.0,3.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
55,9,2,119160,4.0,15,1,35.0,3,10,1,4,2,3,3.0,2.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
31,6,1,45340,1.0,13,0,1.0,2,1,0,0,3,3,4.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
39,4,2,98520,0.0,12,1,21.0,5,20,11,10,2,3,2.0,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,10,2,61510,1.0,13,1,20.0,3,20,3,7,3,3,4.0,3.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,14,2,23020,4.0,14,0,13.0,3,11,4,8,3,3,3.0,3.0,4.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
54,1,2,23620,6.0,13,1,9.0,2,5,1,4,4,3,3.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24,5,1,178610,1.0,11,2,4.0,5,4,1,2,1,3,2.0,3.0,2.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
23,7,2,191870,1.0,11,1,5.0,2,5,1,4,3,3,4.0,4.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
40,21,3,197170,1.0,21,0,10.0,1,10,9,4,2,4,4.0,3.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
40,8,5,35440,3.0,18,3,15.0,3,11,5,10,2,3,2.0,2.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
25,20,2,85000,4.0,12,0,6.0,2,2,1,2,3,3,3.0,2.0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
30,20,2,46610,1.0,11,0,12.0,3,12,1,7,2,3,4.0,2.0,2.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
25,7,5,41030,6.0,15,1,7.0,2,2,0,2,3,3,4.0,3.0,2.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
47,1,2,42490,2.0,13,1,25.0,2,17,12,11,2,3,1.0,3.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33,1,2,140260,1.0,12,0,1.0,4,1,0,0,3,3,2.0,3.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
38,19,2,68930,0.0,17,0,16.0,3,15,5,8,3,3,4.0,2.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
31,10,3,61250,0.0,13,1,3.0,3,2,1,2,3,3,1.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
38,1,2,36690,2.0,19,0,10.0,2,8,7,7,3,3,1.0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
42,6,2,100080,6.0,19,1,9.0,3,4,1,2,1,3,4.0,1.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
41,2,1,23870,3.0,17,1,12.0,1,5,1,0,1,3,4.0,4.0,3.0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
47,21,1,46390,0.0,11,1,14.0,2,13,5,12,2,3,3.0,2.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
35,4,2,78980,7.0,15,0,5.0,2,2,2,2,2,3,4.0,3.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,12,2,25340,0.0,11,0,4.0,1,3,1,2,3,3,4.0,3.0,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,9,2,131420,1.0,25,2,10.0,4,10,0,8,3,4,2.0,3.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
33,3,3,16110,0.0,14,0,10.0,2,9,8,1,2,3,2.0,4.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
32,3,3,53630,1.0,13,0,6.0,4,6,4,1,3,3,3.0,2.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
40,1,2,50710,8.0,17,1,8.0,3,1,0,0,2,3,1.0,4.0,2.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
32,1,3,136950,0.0,13,0,3.0,3,2,2,2,3,3,2.0,2.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
39,4,1,134020,7.0,14,1,18.0,1,7,1,7,3,3,1.0,4.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
38,20,2,20290,3.0,11,1,20.0,3,18,1,11,2,3,2.0,3.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
32,18,2,63770,1.0,12,2,14.0,3,14,5,7,3,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
37,1,4,54290,1.0,17,1,16.0,3,16,6,8,3,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
25,2,2,27850,0.0,21,0,6.0,2,5,0,4,3,4,1.0,3.0,2.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
52,2,1,46140,2.0,16,1,16.0,3,9,0,0,3,3,1.0,4.0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
44,8,1,26100,6.0,15,0,6.0,2,4,1,2,3,3,2.0,4.0,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
21,10,3,66870,1.0,19,3,2.0,0,2,1,2,3,3,3.0,1.0,3.0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
39,3,2,47240,2.0,12,1,21.0,4,6,1,3,4,3,4.0,4.0,2.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23,2,2,61790,1.0,11,0,1.0,3,1,1,0,3,3,4.0,1.0,2.0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36,24,2,61200,0.0,19,0,10.0,2,9,3,4,3,3,1.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36,16,2,105960,7.0,15,0,18.0,3,4,0,2,2,3,4.0,2.0,3.0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
56,8,1,54670,1.0,20,0,13.0,6,13,1,9,2,4,3.0,3.0,2.0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
29,9,2,29960,9.0,25,0,4.0,4,2,2,2,3,4,1.0,4.0,4.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
42,17,3,99980,5.0,24,2,24.0,3,22,4,14,2,4,1.0,3.0,2.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
56,10,2,40780,8.0,24,1,14.0,3,10,9,8,3,4,4.0,3.0,1.0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
41,13,1,109200,0.0,15,1,21.0,3,20,0,10,4,3,1.0,2.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,1,1,62320,1.0,13,1,8.0,3,8,1,7,3,3,4.0,3.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
36,1,1,132470,1.0,14,0,15.0,3,15,11,11,3,3,4.0,4.0,2.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41,1,1,40810,2.0,13,0,14.0,3,5,0,4,3,3,3.0,2.0,3.0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
32,9,2,57690,1.0,11,0,4.0,3,4,1,2,3,3,4.0,1.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
35,16,2,23940,1.0,16,1,9.0,3,9,1,7,3,3,3.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,23,3,39040,1.0,22,0,10.0,3,10,1,9,2,4,1.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
50,4,2,167990,7.0,14,1,12.0,2,6,0,1,2,3,2.0,3.0,3.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,22,1,29500,4.0,14,0,8.0,1,6,0,0,2,3,2.0,2.728246013667426,2.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
45,24,1,36290,8.0,16,1,8.0,2,5,0,1,4,3,4.0,3.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
40,10,1,93620,2.0,11,1,8.0,6,2,2,2,3,3,3.0,3.0,2.7614364135407135,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,7,2,32290,1.0,25,0,10.0,2,10,0,2,2,4,3.0,3.0,4.0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
40,17,1,35780,2.0,14,1,20.0,2,5,0,2,3,3,3.0,3.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
35,14,2,79880,1.0,18,0,4.0,3,4,1,1,3,3,3.0,4.0,3.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
29,1,3,42840,4.0,11,0,10.0,5,4,0,3,2,3,4.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
29,5,2,75530,1.0,19,0,5.0,3,5,0,4,3,3,4.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
50,17,1,173280,4.0,15,2,20.0,1,3,2,0,3,3,4.0,1.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
39,25,2,197010,0.0,11,0,21.0,3,20,9,6,4,3,2.0,4.0,2.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
31,8,4,147320,0.0,12,0,10.0,3,9,1,7,3,3,2.0,1.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26,11,2,92780,0.0,20,0,5.0,3,4,0,0,3,4,4.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
36,5,1,13590,4.0,12,0,17.0,2,5,0,3,3,3,3.0,4.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
39,2,1,47790,4.0,14,2,9.0,3,7,1,7,3,3,4.0,1.0,3.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
27,8,1,164220,1.0,20,1,6.0,3,6,0,3,3,4,2.0,2.0,3.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
49,6,3,29960,2.0,18,1,17.0,2,9,0,8,2,3,4.0,2.0,2.0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
34,4,1,12610,2.0,14,1,6.0,6,4,1,2,3,3,2.0,3.0,4.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
41,7,1,20990,8.0,12,1,8.0,2,6,0,5,3,3,2.0,4.0,1.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
49,1,2,58100,1.0,21,1,10.0,2,10,1,7,3,4,3.0,2.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
37,2,1,56470,6.0,19,0,7.0,2,0,0,0,3,3,4.0,3.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33,10,2,34200,1.0,14,0,8.0,3,8,3,0,3,3,4.0,3.0,3.0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
27,5,4,44000,9.0,17,1,6.0,3,2,2,2,2,3,1.0,2.0,3.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
32,9,2,35000,0.0,16,1,8.0,2,7,3,6,2,3,4.0,4.0,2.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
59,2,5,20660,4.0,12,1,12.0,3,1,0,0,3,3,3.0,1.0,2.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
30,11,2,171690,1.0,17,2,1.0,2,1,0,0,3,3,4.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
38,18,2,41620,0.0,15,1,10.0,1,9,1,8,3,3,4.0,3.0,3.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,7,1,92040,6.0,23,1,17.0,2,7,7,7,3,4,3.0,3.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
35,3,2,32940,0.0,11,0,6.0,2,5,0,3,3,3,1.0,2.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
29,29,2,21270,0.0,11,1,10.0,3,9,0,8,2,3,4.0,3.0,3.0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
31,2,2,39750,1.0,15,1,5.0,3,5,4,3,3,3,2.7236031927023947,3.0,2.0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
34,28,1,107930,0.0,11,3,3.0,1,2,1,2,2,3,2.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
28,1,5,100960,5.0,13,0,6.0,2,4,0,3,3,3,3.0,3.0,3.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
29,16,4,36460,1.0,14,0,10.0,3,10,8,8,4,3,2.0,1.0,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,22,2,74460,0.0,19,0,7.0,3,6,0,5,3,3,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,8,3,108510,1.0,16,1,1.0,2,1,0,0,4,3,4.0,4.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,11,2,21090,2.0,13,0,31.0,3,25,3,7,3,3,1.0,4.0,3.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
38,29,1,37220,5.0,14,0,6.0,0,3,1,2,3,3,4.0,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,1,3,93800,0.0,16,0,5.0,2,4,1,3,2,3,1.0,3.0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,1,1,54860,7.0,12,1,10.0,2,5,0,3,3,3,3.0,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34,24,4,27420,0.0,11,1,13.0,2,12,2,11,3,3,1.0,2.0,3.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
21,2,2,137570,1.0,12,1,0.0,3,0,0,0,3,3,3.0,4.0,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
34,15,2,84630,2.0,13,0,8.0,2,4,1,3,1,3,2.0,1.0,3.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
53,2,5,31620,4.0,15,0,26.0,4,14,4,8,3,3,3.0,3.0,2.0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32,10,2,165980,1.0,13,0,10.0,2,10,6,7,3,3,2.0,1.0,3.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
42,10,2,66510,0.0,20,0,10.0,5,9,4,2,2,4,3.0,2.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
44,3,1,23450,3.0,15,2,24.0,0,22,5,17,3,3,1.0,4.0,3.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46,2,1,34200,3.0,13,2,22.0,3,2,2,1,1,3,2.0,1.0,2.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
33,3,1,43730,4.0,14,0,7.0,3,1,0,0,3,3,3.0,4.0,3.0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
44,26,5,47590,2.0,21,0,9.0,2,4,1,3,3,4,4.0,4.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
30,1,1,53010,1.0,16,1,10.0,3,10,1,8,3,3,4.0,3.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39,1,1,36730,3.0,14,1,19.0,3,1,0,0,3,3,4.0,4.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
